"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Voyage Academy","5I","Voyage Academy","100","Public","Charter","Title I","Title I","K - 6","1891 N. 1500 W.","CLINTON","84015","geo:41.1409892,-112.0548377","www.voyageacademyutah.org","https://datagateway.schools.utah.gov/Schools/5I100","801-776-4900","801-776-1966","State Charter School Board (SCSB)","2013","","Director","Nicole Jones","njones@voyageacademyutah.org"
"Wallace Stegner Academy","7K","Wallace Stegner Academy","300","Public","Charter","Title I","Title I","K - 8","980 S Bending River Rd","SALT LAKE CITY","84104","geo:40.7466253,-111.9461805","http://wsacharter.org","https://datagateway.schools.utah.gov/Schools/7K300","801-456-9570","","State Charter School Board (SCSB)","2016","","Principal","Jennifer Guandique","Jguandique@wsacharter.org"
"Wallace Stegner Academy","7K","Wallace Stegner Academy Sunset","310","Public","Charter","","","K - 8","160 W 2525 North","SUNSET","84015","geo:41.150151,-112.028496","wsacharter.org","https://datagateway.schools.utah.gov/Schools/7K310","801-456-9570","","State Charter School Board (SCSB)","2025","","Principal","Natalie Bolen","nbolen@wsacharter.org"
"Wallace Stegner Academy","7K","Wallace Stegner Academy West Valley","305","Public","Charter","Title I","Title I","K - 8","2671 S Stegner Way","WEST VALLEY CITY","84120","geo:40.7117,-112.033333","wsacharter.org","https://datagateway.schools.utah.gov/Schools/7K305","801-456-9570","","State Charter School Board (SCSB)","2021","","Principal","Erick Diaz","ediaz@wsacharter.org"
"Wasatch Christian School","NS","Wasatch Christian School","901","Private","","","","Pre - 12","585 39TH STREET","OGDEN","84403","geo:41.191199,-111.965217","www.wasatchchristian.org.","","801-392-5784","","","2009","","Principal","",""
"Wasatch District","32","Daniels Canyon School","116","Public","","","","Pre - 5","688 East Wheeler Rd","HEBER CITY","84032","geo:40.478221,-111.402035","www.wasatch.edu/Domain/1537","https://datagateway.schools.utah.gov/Schools/32116","435-654-6900","","","2017","","Principal","David McNaughtan","david.mcnaughtan@wasatch.edu"
"Wasatch District","32","Heber Valley School","106","Public","","Title I","Title I","Pre - 5","730 S 600 W","HEBER CITY","84032","geo:40.498684,-111.424478","http://www.wasatch.edu/heber/site/default.asp","https://datagateway.schools.utah.gov/Schools/32106","435-654-0112","435-654-7540","","1997","","Principal","Katie Cummings","katie.cummings@wasatch.edu"
"Wasatch District","32","J.R. Smith School","110","Public","","Title I","Title I","Pre - 5","235 E 500 N","HEBER CITY","84032","geo:40.514757,-111.409432","http://www.wasatch.edu/jrsmith/site/default.asp","https://datagateway.schools.utah.gov/Schools/32110","435-654-2201","435-654-0167","","1981","","Principal","William Judd","william.judd@wasatch.edu"
"Wasatch District","32","Midway School","108","Public","","","","Pre - 5","225 S 100 E","MIDWAY","84049","geo:40.508401,-111.469508","http://www.wasatch.edu/midway/site/default.asp","https://datagateway.schools.utah.gov/Schools/32108","435-654-0472","435-654-7426","","1975","","Principal","Jennie Mecham","jennie.mecham@wasatch.edu"
"Wasatch District","32","Old Mill School","114","Public","","","","Pre - 5","1600 E 980 S","HEBER CITY","84032","geo:40.495416,-111.390043","http://www.wasatch.edu/oldmill/site/default.asp","https://datagateway.schools.utah.gov/Schools/32114","435-657-3130","435-654-9055","","2006","","Principal","LaNay King","Lanay.king@wasatch.edu"
"Wasatch District","32","Wasatch Learning Academy","206","Public","","","","K - 8","180 East 600 South","HEBER CITY","84032","geo:40.50004,-111.41058","","https://datagateway.schools.utah.gov/Schools/32206","435-654-6010","435-654-4714","","2011","","Principal","Ryan Brown","ryan.brown@wasatch.edu"
"Wasatch Peak Academy","4B","Wasatch Peak Academy","100","Public","Charter","Title I","Title I","K - 6","414 N CUTLER DRIVE","North Salt Lake","84054","geo:40.847089,-111.931324","http://www.wasatchpeak.org","https://datagateway.schools.utah.gov/Schools/4B100","801-936-3066","801-936-0887","State Charter School Board (SCSB)","2005","","Principal","Amy Pilkington","apilkington@wasatchpeak.org"
"Wasatch Waldorf Charter School","5K","Wasatch Waldorf Charter School","300","Public","Charter","Title I","Title I","K - 8","1458 East Murray-Holladay Road","HOLLADAY","84117","geo:40.666446,-111.852083","www.wasatchwaldorf.org","https://datagateway.schools.utah.gov/Schools/5K300","801-871-3950","","State Charter School Board (SCSB)","2016","","Director","","emily.merchant@wasatchwaldorf.org"
"Washington District","33","Arrowhead School","111","Public","","","","Pre - 5","545 ARROWHEAD TRAIL","SANTA CLARA","84765","geo:37.118228,-113.632848","http://aes.washk12.org","https://datagateway.schools.utah.gov/Schools/33111","435-674-2027","435-674-2038","","2005","","Principal","Jerrod Dastrup","jerrod.dastrup@washk12.org"
"Washington District","33","Bloomington Hills School","105","Public","","","","Pre - 5","919 E BRIGHAM RD","ST GEORGE","84790","geo:37.054947,-113.56415","http://bhes.washk12.org","https://datagateway.schools.utah.gov/Schools/33105","435-674-6495","435-652-4703","","1995","","Principal","Kristie Wheeler","kristie.wheeler@washk12.org"
"Washington District","33","Bloomington School","102","Public","","","","Pre - 5","425 MAN OF WAR ROAD","ST GEORGE","84790","geo:37.051506,-113.592776","http://bes.washk12.org","https://datagateway.schools.utah.gov/Schools/33102","435-673-6266","435-674-6497","","1985","","Principal","Susan Moore","susan.moore@washk12.org"
"Washington District","33","Coral Canyon School","107","Public","","","","Pre - 5","3435 CANYON CREST AVE","WASHINGTON","84780","geo:37.162594,-113.452872","http://ces.washk12.org","https://datagateway.schools.utah.gov/Schools/33107","435-652-4787","435-652-4792","","2006","","Principal","Julie Smith","julie.smith@washk12.org"
"Washington District","33","Crimson View School","147","Public","","","","Pre - 5","2835 E. 2000 S.","ST GEORGE","84790","geo:37.075015,-113.525625","https://cves.washk12.org/","https://datagateway.schools.utah.gov/Schools/33147","435-634-7000","435-652-4713","","2013","","Administrator","Jennifer Leavitt","jennifer.leavitt@washk12.org"
"Washington District","33","Desert Canyons Elementary","150","Public","","","","K - 5","3101 E Rimrunner Drive","SAINT GEORGE","84790","geo:37.00135,-113.51947","https://dces.washk12.org","https://datagateway.schools.utah.gov/Schools/33150","435-632-5794","","","2021","","Principal","Rodney Broadhead","rod.broadhead@washk12.org"
"Washington District","33","Diamond Valley School","108","Public","","","","Pre - 5","1411 W DIAMOND VALLEY DR","ST GEORGE","84770","geo:37.249284,-113.614692","http://dves.washk12.org","https://datagateway.schools.utah.gov/Schools/33108","435-574-2009","435-574-2013","","1997","","Principal","Travis Wilstead","travis.wilstead@washk12.org"
"Washington District","33","Enterprise School","104","Public","","","","Pre - 6","P O BOX 459 216 S 100 E","ENTERPRISE","84725","geo:37.56996,-113.719828","http://ees.washk12.org","https://datagateway.schools.utah.gov/Schools/33104","435-878-2236","435-878-2510","","1957","","Principal","Warrin Richins","warrin.richins@washk12.org"
"Washington District","33","Heritage School","120","Public","","Title I","Title I","Pre - 5","747 E RIVERSIDE DR","SAINT GEORGE","84790","geo:39.659941,-113.660143","http://heritage.washk12.org","https://datagateway.schools.utah.gov/Schools/33120","435-628-4427","435-628-5771","","1955","","Principal","Amy Wilcox","amy.wilcox@washk12.org"
"Washington District","33","Horizon School","145","Public","","","","Pre - 5","1970 S ARABIAN WAY","WASHINGTON","84780","geo:37.10322,-113.490758","http://hrz.washk12.org","https://datagateway.schools.utah.gov/Schools/33145","435-652-4781","435-652-4784","","2006","","Principal","April Heath","april.heath@washk12.org"
"Washington District","33","Hurricane School","112","Public","","","","Pre - 5","948 W 325 N","HURRICANE","84737","geo:37.175554,-113.289396","http://hes.washk12.org","https://datagateway.schools.utah.gov/Schools/33112","435-635-4668","435-635-4670","","1936","","Principal","Kristen Brown","kristen.brown@washk12.org"
"Washington District","33","LaVerkin School","114","Public","","Title I","Title I","Pre - 5","51 W CENTER ST","LAVERKIN","84745","geo:37.200796,-113.270883","http://lves.washk12.org","https://datagateway.schools.utah.gov/Schools/33114","435-635-4619","435-635-7953","","1984","","Principal","Gabriela Young","gabbi.young@washk12.org"
"Washington District","33","Legacy School","116","Public","","Title I","Title I","Pre - 5","280 E 100 S","ST GEORGE","84770","geo:37.1064744,-113.5795634","http://legacy.washk12.org","https://datagateway.schools.utah.gov/Schools/33116","435-673-6191","435-673-6248","","1955","","Principal","Angela Evans","angie.evans@washk12.org"
"Washington District","33","Little Valley School","146","Public","","","","Pre - 5","2330 E HORSEMAN PARK DR","ST GEORGE","84790","geo:37.055597,-113.531378","http://les.washk12.org","https://datagateway.schools.utah.gov/Schools/33146","435-652-4771","435-652-4770","","2005","","Principal","Paul Orchard","paul.orchard@washk12.org"
"Washington District","33","Majestic Fields School","143","Public","","","","Pre - 5","675 East Majestic Dr.","WASHINGTON","84780","geo:37.08974,-113.49786","https://majestic.washk12.org/","https://datagateway.schools.utah.gov/Schools/33143","435-634-7005","","","2017","","Principal","Melissa Lane","melissa.lane@washk12.org"
"Washington District","33","Panorama School","121","Public","","Title I","Title I","Pre - 5","301 N 2200 E","ST GEORGE","84790","geo:37.113546,-113.537548","http://pes.washk12.org/","https://datagateway.schools.utah.gov/Schools/33121","435-628-6881","435-634-1476","","1986","","Principal","Matthew Lowe","matthew.lowe@washk12.org"
"Washington District","33","Paradise Canyon","103","Public","","Title I","Title I","Pre - 5","1795 W 1230 N","ST GEORGE","84770","geo:37.128781,-113.621222","http://dses.washk12.org","https://datagateway.schools.utah.gov/Schools/33103","435-673-8978","435-673-6303","","1991","","Principal","Melissa Dietzel","melissa.dietzel@washk12.org"
"Washington District","33","Red Mountain School","123","Public","","Title I","Title I","Pre - 5","263 E 200 S","IVINS","84738","geo:37.165537,-113.673467","http://rmes.washk12.org","https://datagateway.schools.utah.gov/Schools/33123","435-656-3802","435-656-3812","","1998","","Principal","Brooklyn McLaws","brooklyn.mclaws@washk12.org"
"Washington District","33","Riverside School","144","Public","","","","Pre - 5","2500 S HARVEST LANE","WASHINGTON","84780","geo:37.096856,-113.519077","http://res.washk12.org","https://datagateway.schools.utah.gov/Schools/33144","435-652-4760","435-652-4765","","2004","","Principal","Steven Leavenworth","steven.leavenworth@washk12.org"
"Washington District","33","Sandstone School","122","Public","","Title I","Title I","Pre - 5","850 N 2450 E","ST GEORGE","84790","geo:37.122327,-113.530713","http://snds.washk12.org","https://datagateway.schools.utah.gov/Schools/33122","435-674-6460","435-674-6463","","2000","","Principal","Kim Heki","kim.heki@washk12.org"
"Washington District","33","Santa Clara School","124","Public","","","","Pre - 5","2950 W CRESTVIEW DRIVE","SANTA CLARA","84765","geo:37.136938,-113.652227","http://sces.washk12.org","https://datagateway.schools.utah.gov/Schools/33124","435-628-2624","435-628-3785","","1979","","Principal","James Lowe","james.lowe@washk12.org"
"Washington District","33","South Mesa Elementary","148","Public","","","","K - 5","2969 S 3300 East","SAINT GEORGE","84790","geo:37.05701,-113.5156","https://smes.washk12.org","https://datagateway.schools.utah.gov/Schools/33148","435-634-7030","435-628-2397","","2020","","Principal","Ginny Nobis","ginny.nobis@washk12.org"
"Washington District","33","Springdale School","128","Public","","","","Pre - 5","898 ZION PARK BLVD P.O. Box 509","SPRINGDALE","84767","geo:37.188529,-112.999487","http://spring.washk12.org","https://datagateway.schools.utah.gov/Schools/33128","435-772-3279","435-772-0547","","1976","","Principal","Glen Andersen","glen.andersen@washk12.org"
"Washington District","33","Sunset School","130","Public","","Title I","Title I","Pre - 5","495 N WESTRIDGE DRIVE","ST GEORGE","84770","geo:37.116847,-113.615475","http://sses.washk12.org","https://datagateway.schools.utah.gov/Schools/33130","435-673-5669","435-673-3544","","1985","","Principal","Heather Campbell","heather.campbell@washk12.org"
"Washington District","33","Three Falls School","134","Public","","","","Pre - 5","789 S 700 W","HURRICANE","84737","geo:37.164223,-113.300252","http://tfes.washk12.org","https://datagateway.schools.utah.gov/Schools/33134","435-635-7229","435-635-7273","","1996","","Principal","Jennifer Eggleston","jennifer.eggleston@washk12.org"
"Washington District","33","Washington School","140","Public","","Title I","Title I","Pre - 5","300 N 300 E","WASHINGTON","84780","geo:37.13586,-113.504127","http://wes.washk12.org","https://datagateway.schools.utah.gov/Schools/33140","435-673-3012","435-634-5748","","1976","","Principal","Adam P. Baker","adam.baker@washk12.org"
"Washington District","33","Water Canyon School","318","Public","","Title I","Title I","Pre - 6","250 W Newel Avenue","HILDALE","84784","geo:37.0054425,-112.9668585","https://wcs.washk12.org/","https://datagateway.schools.utah.gov/Schools/33318","435-874-1182","","","2014","","Principal","Bradley Jolley","brad.jolley@washk12.org"
"Waterford School","JM","Waterford School","920","Private","","","","Pre - 8","1480 E 9400 S","SANDY","84093","geo:40.579654,-111.849057","","","801-572-1780","801-572-1787","","1988","","Principal","",""
"Wayne District","34","Hanksville School","108","Public","","Title I","Title I","Pre - 6","P O BOX 69 50 S CENTER","HANKSVILLE","84734","geo:38.372033,-110.715183","https://www.waynesd.org/hanksville-elementary-school.html","https://datagateway.schools.utah.gov/Schools/34108","435-542-3291","435-542-2025","","1959","","Principal","Wendy Potter","wendy.potter@waynesd.org"
"Wayne District","34","Loa School","112","Public","","Title I","Title I","Pre - 6","P O BOX 130 50 S 100 E","LOA","84747","geo:38.401322,-111.641036","www.loaelementaryschool.weebly.com","https://datagateway.schools.utah.gov/Schools/34112","435-836-2851","435-836-2335","","1949","","Principal","Wendy Potter","wendy.potter@waynesd.org"
"Weber District","35","Bates School","100","Public","","","","K - 6","850 E 3100 N","OGDEN","84414","geo:41.318005,-111.953604","http://www.be.weber.k12.ut.us","https://datagateway.schools.utah.gov/Schools/35100","801-452-4580","801-452-4599","","1964","","Principal","Dax Sederholm","dasederholm@wsd.net"
"Weber District","35","Burch Creek School","105","Public","","Title I","Title I","K - 6","4300 Madison Ave.","OGDEN","84405","geo:41.183104,-111.961569","burchcreek.wsd.net","https://datagateway.schools.utah.gov/Schools/35105","801-476-5300","801-476-5319","","2016","","Principal","Katie Amsden","kamsden@wsd.net"
"Weber District","35","Canyon View School","180","Public","","","","K - 6","1100 ORCHARD AVE","OGDEN","84404","geo:41.245812,-111.961626","","https://datagateway.schools.utah.gov/Schools/35180","801-476-3960","801-476-3999","","1992","","Principal","Kelli Booth","kebooth@wsd.net"
